GDP,HOUS_SAV,GDP_ID,TAX_REV,TAX_INC,SOC_CON,POP_TER,COST_STARTUP,ADJ_NET_INC,UNEMPLOY,TEA,TEAF
112701.6597,16.09582399,1.268520652,38.708,9.143,11.075,51.395588,1.7,60887.9248,5.516146,9.05,0.55
110249.797,13.71510402,1.25831022,37.936,9.351,10.76,51.431648,1.7,56279.72107,6.285928,9.19,0.56
103787.9676,15.09578669,1.272044026,37.362,9.143,10.752,49.945854,2,55795.44158,6.658826,10.19,0.75
100933.6045,15.18747112,1.264036617,37.572,8.688,10.706,52.928135,2,65253.56929,5.854882,7.14,0.6
95246.11389,14.57998821,1.302660068,38.293,8.736,11.124,48.131443,1.9,62617.19921,5.836521,8.69,0.49
28504.87055,-5.103428516,0.514593848,31.119,6.574,8.358,41.608852,1.7,12356.80722,8.716354,14.15,0.63
26407.2164,-5.011698264,0.440320657,31.202,6.339,8.255,42.097309,1.7,11021.38714,9.641258,14.19,0.51
24833.61221,-8.85834484,0.623107572,30.156,5.94,8.346,39.870365,1.8,10423.15779,9.875636,14.11,0.52
22690.93592,-16.51861501,0.611761235,29.381,5.792,8.484,40.700375,1.9,11348.43025,11.8683,13.25,0.61
19797.9817,-16.19732396,0.696054811,28.361,5.599,8.685,35.106369,2.6,10349.66472,16.21216,11.85,0.53
17602.6486,-2.357425549,0.609786078,28.778,6.223,8.662,34.697613,1.5,8601.764483,19.48375,9.68,0.5
16934.42506,5.970237291,0.451313002,28.325,5.366,9.253,31.628628,2.1,10201.79908,17.55346,10.51,0.55
19462.46017,2.824386871,0.580379629,28.017,5.99,7.961,28.819571,2.3,12526.91312,7.739463,6.53,0.38
18120.21118,-11.32406268,0.553854766,28.334,5.695,7.852,25.688435,3,10598.61957,6.063879,4.46,0.18
15740.26585,-12.046148,0.65093289,28.741,5.602,8.052,23.018604,3.5,7228.752789,7.043975,6.53,0.42
13837.15253,-6.891618704,0.530005279,27.938,5.397,7.933,21.733368,4.2,5826.425416,10.03827,6.65,0.59
20022.66121,12.97678505,0.328431066,16.09,3.44,2.134,22.555721,17,7216.957154,3.437955,14.14,0.64
18167.51795,14.18411558,0.435489806,13.702,2.943,2.165,20.312202,18.8,8516.122634,4.831418,18.99,0.93
17461.79827,12.22794741,0.425028177,13.304,2.615,2.162,20.856949,18.6,8242.838989,4.94338,14.83,0.77
55348.89184,8.786828954,1.983076519,38.701,8.341,13.807,46.594383,4.4,40544.91198,4.840418,9.92,0.89
52284.12262,10.25361424,1.996846558,38.401,7.1,14.668,45.223412,4.5,37565.62864,6.00791,11,0.65
50301.84562,9.548434785,1.984873799,37.007,7.595,13.975,45.087276,4.6,37476.884,6.87228,7.21,0.32
49233.23035,9.86351126,1.975677482,37.047,6.936,14.685,44.287262,5,43366.92098,7.416319,9.46,0.63
49242.78671,8.552130956,1.929865453,36.109,6.788,14.743,42.863594,5.2,43399.31555,7.242696,9.27,0.58
46599.22766,6.63514861,1.881314735,35.443,7.363,13.603,39.784946,5.5,45274.35638,4.976648,8.21,0.58
45075.08525,5.741327173,1.704039663,35.656,7.665,12.943,40.803711,5.7,41980.65207,4.989325,7.22,0.43
44600.8648,7.492734701,1.665701089,34.939,7.713,12.617,40.122009,5.6,42737.00839,4.347569,7.19,0.7
46419.04259,3.629003321,1.622687338,35.946,6.526,13.307,39.766335,5.9,46346.51663,3.655021,5.2,0.47
43892.69768,1.754470097,1.670300564,35.685,6.689,12.448,36.696419,6,43369.92973,4.154393,5.18,0.56
40964.57503,1.79334845,1.740667116,36.047,6.4,12.964,35.957436,7.2,37844.04846,5.004153,5.4,0.5
37625.25244,2.48856717,1.77387939,35.013,6.155,12.08,35.375629,13,34460.35392,5.873712,4.34,0.31
35776.83056,4.273488638,1.789013879,34.809,5.58,12.923,34.481209,13.2,33786.47733,4.557948,5.11,0.44
34112.96121,4.653205219,1.78389657,34.804,6.096,12.848,32.107986,13.3,29731.29694,3.682191,3.6,0.5
60357.28051,10.33783193,1.935260327,38.428,10.75,10.441,48.138676,0.9,61358.97848,4.295396,5.66,0.51
65895.66761,8.206887462,1.715061764,38.792,9.839,9.945,49.008167,9,78060.26541,3.484511,5.65,0.55
66956.28596,7.415116147,1.652377033,39.867,9.898,9.503,46.648712,1.6,80857.49657,3.422888,6.25,0.41
62077.8458,5.87246483,1.627123451,42.025,9.705,9.255,46.807133,1.8,77242.73864,3.214387,6.94,0.44
57961.36037,4.019560584,1.649988289,41.896,9.891,9.369,47.255039,1.8,68568.62814,3.521047,7.72,0.33
55414.35907,5.221727575,1.724720103,41.202,9.917,9.587,46.829773,1.9,61977.22888,3.1025,8.53,0.36
61719.34366,3.75815705,1.554480283,41.375,8.887,8.601,45.578697,2.1,73176.00282,2.549649,8.7,0.43
55874.24183,0.939591445,1.564574182,42.093,9.346,8.703,42.6511,2.3,66164.31934,2.495641,6.18,0.45
54091.40767,-0.424791714,1.455315282,42.834,8.859,8.508,41.545238,2.5,57480.23044,3.399901,8.9,0.47
47800.54063,9.689828115,1.482386568,42.601,9.453,8.706,40.902966,2.7,52451.97855,4.380952,9.11,0.33
29801.80939,0.309083285,1.034432838,34.137,4.983,12.817,43.526325,12,11650.39516,4.887239,8.85,0.78
27947.39031,1.467076114,0.964082384,33.537,4.84,12.696,43.47826,12.1,10418.9751,6.161703,10.66,0.61
26529.0368,-0.432299228,1.003236785,32.352,4.665,12.417,43.193764,12.2,10652.35124,7.50308,9.21,0.48
25297.95045,-0.351500851,0.939776684,31.864,4.576,12.094,42.60154,12.9,12172.41081,8.990872,9.21,0.48
24422.76391,-0.057772422,0.870531929,31.943,4.479,12.229,41.82151,13.1,11731.31618,10.32862,9.28,0.5
22576.17938,-1.077897229,0.745884669,31.849,4.331,11.119,38.998249,16,11868.28496,9.632815,9.03,0.39
13341.93477,2.729313683,0.552514195,31.919,3.98,12.087,23.180305,20.8,5522.825315,18.97837,8.78,0.39
30910.71873,2.477327291,0.886158945,33.104,3.365,14.526,35.065048,1.1,13785.4743,8.130965,11.8,0.71
29651.53478,2.905752569,0.790779638,32.336,3.299,14.067,33.372261,1.1,12940.10615,9.671689,9.45,0.67
29932.19634,3.088070761,1.162604,32.081,3.113,13.724,31.312998,1.5,12511.69478,11.48227,9.64,0.5
28992.07463,1.365121324,0.878138858,31.131,2.99,13.397,29.826096,1.5,14531.5143,13.18428,10.9,0.52
27969.20012,0.78769441,0.821568759,30.277,2.932,13.277,29.674646,1.5,14230.30025,14.22133,9.52,0.62
26051.13771,1.803654808,0.65778759,28.619,2.832,12.091,25.505198,1.8,13890.81192,13.61758,14.2,0.4
36660.87157,4.562811706,1.866354669,36.275,5.148,14.512,44.566971,0,18407.23839,6.569075,6.85,0.46
33875.00658,3.372777807,2.011449666,36.505,5.25,14.476,42.977364,0,16688.05651,8.006598,8.02,0.47
31640.32549,2.788719306,2.19564741,36.328,5.087,14.425,40.758549,0,15925.29139,8.962607,5.91,0.39
30872.72327,2.417247962,2.3654796,36.201,5.07,14.276,38.080215,0,18954.98823,9.673278,6.33,0.51
29979.62248,2.418934995,2.564868238,36.423,5.103,14.541,37.393593,0,18064.11477,10.10859,6.45,0.46
28931.42188,2.957984548,2.412971178,36.475,5.573,14.654,33.815281,0,19626.6507,8.169436,3.65,0.59
27842.26253,4.375855116,2.051325096,36.898,5.572,14.845,31.307655,0,18452.07314,7.237447,4.65,0.45
27537.36684,5.991245436,1.811841184,36.212,5.714,14.588,30.383877,0,19487.96931,5.847313,5.36,0.32
29594.66035,8.517173855,1.626731841,36.388,5.747,13.758,30.041327,0.1,22017.57786,4.375046,6.4,0.46
27531.35455,8.853412002,1.427033587,37.066,5.46,13.438,30.066837,8.5,19181.34545,4.824745,4.78,0.39
25676.87099,10.55931848,1.537052303,37.646,5.657,13.765,27.004595,9.4,15951.84434,5.952952,4.63,0.33
23848.6054,9.271807544,1.417775545,37.953,5.424,13.973,24.686516,12,14687.25913,6.503201,4.36,0.5
22737.36512,6.772307916,1.370263966,37.432,5.631,13.908,24.868273,13.5,13887.36205,6.294299,2.6,0.44
21083.56203,6.237491261,1.247916446,37.335,5.606,13.873,23.663876,14.8,12052.65347,6.675458,4.05,0.26
52692.84472,13.31312671,3.365731482,44.385,13.286,9.677,47.388306,0.5,45159.05871,6.718704,7.29,0.65
50433.85215,13.91086233,3.246796333,44.208,13.16,10.007,47.215698,0.5,43722.9401,6.991096,7.58,0.72
48974.93343,12.14780133,3.22832212,43.064,12.517,9.636,46.408928,0.5,43167.11113,7.432082,7.16,0.51
47045.69647,13.91912248,3.111003711,42.54,12.166,9.862,45.978123,0.6,50568.00608,7.955972,6.71,0.4
46138.35625,13.37409682,3.27270808,42.859,12.164,9.981,44.817905,0.6,51587.76632,8.052903,8.25,0.61
44503.73672,10.93441352,3.194530561,42.454,11.688,9.888,42.86599,0.6,50888.76539,7.80387,5.8,0.63
42211.02568,9.966540599,3.17098182,43.172,12.03,10.916,42.23127,0.6,44707.62471,8.610753,4.88,0.56
40589.80299,8.367098551,3.255560531,44.917,13.867,11.769,39.952,0.6,46692.87311,6.163466,4.15,0.43
37429.07412,5.717073407,3.498726155,45.915,14.629,11.768,39.131115,0.7,40373.92445,7.068759,3.45,0.55
34029.08523,3.618863579,3.380828308,46.563,14.691,12.505,37.286453,0.7,36975.19344,7.475815,4.04,0.59
33609.0013,4.281634571,3.383194594,45.6,14.496,12.538,42.302197,0.7,36115.35933,6.525636,3.71,0.42
31583.63864,5.566390538,3.601756421,45.415,14.388,12.801,40.438534,0.7,31795.67179,5.677462,4.12,0.34
